age,employment,gender,race,household_income,education,state,vote_trump
27,1,1,0,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",CA,0
33,0,0,1,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",IN,1
64,0,1,1,"$35,000 to $39,999","Completed some college, but no degree",CA,0
35,0,0,1,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",CT,0
18,0,0,0,"Less than $14,999",High school graduate,WI,0
81,0,1,1,"$250,000 and above",More than College,IN,0
50,0,0,0,"$20,000 to $24,999","Completed some college, but no degree",MO,0
28,0,0,1,"Less than $14,999",High school graduate,IL,0
30,1,1,1,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",NM,1
40,0,1,1,"$30,000 to $34,999","Completed some college, but no degree",WI,0
40,0,1,0,"$20,000 to $24,999",Completed some high school,TX,0
30,1,1,0,"$30,000 to $34,999","Completed some college, but no degree",VA,0
20,0,0,0,"Less than $14,999","Completed some college, but no degree",OH,0
61,1,1,1,"$100,000 to $124,999",More than College,NY,1
30,0,0,1,"$45,000 to $49,999","Completed some college, but no degree",KS,0
63,1,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",WI,1
54,0,0,0,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",MN,0
60,0,0,1,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",NJ,1
24,0,0,0,"Less than $14,999","Completed some college, but no degree",ID,0
64,0,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",PA,0
72,0,1,1,"$200,000 to $249,999",More than College,NY,0
29,0,0,1,"Less than $14,999",Completed some high school,OH,0
47,0,1,1,"$25,000 to $29,999",Completed some high school,NC,1
38,0,0,1,"$100,000 to $124,999","Completed some graduate, but no degree",CA,0
49,0,0,1,"Less than $14,999","Completed some college, but no degree",CA,1
54,1,0,0,"$65,000 to $69,999","Completed some college, but no degree",UT,0
67,0,1,1,"Less than $14,999","Completed some graduate, but no degree",NY,0
40,1,1,1,"$200,000 to $249,999",More than College,CA,0
56,1,0,0,"Less than $14,999","Completed some graduate, but no degree",NC,0
59,1,0,0,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",AR,0
20,0,1,0,"Less than $14,999","Completed some college, but no degree",CA,0
68,0,0,1,"$80,000 to $84,999",More than College,VA,1
32,1,1,1,"$95,000 to $99,999","Completed some graduate, but no degree",SD,0
69,0,1,1,"$35,000 to $39,999","Completed some college, but no degree",AZ,0
37,0,1,0,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",CO,0
35,0,0,1,"$35,000 to $39,999","Completed some college, but no degree",KY,0
18,0,0,0,"Less than $14,999",Completed some high school,TX,0
48,1,0,0,"$60,000 to $64,999",More than College,HI,0
44,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,0
62,1,1,1,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",TN,0
36,1,1,1,"$100,000 to $124,999","Completed some graduate, but no degree",WI,0
21,0,0,0,"Less than $14,999",Completed some high school,NC,0
68,0,1,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",OH,0
36,1,1,1,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",OK,1
29,1,0,1,"$70,000 to $74,999",Completed some high school,MA,0
41,0,0,1,"$20,000 to $24,999","Completed some college, but no degree",GA,0
60,0,1,1,"Less than $14,999","Completed some college, but no degree",IN,0
43,1,0,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NY,1
61,0,1,1,"$100,000 to $124,999","Completed some college, but no degree",NY,1
39,0,0,1,"Less than $14,999",Completed some high school,OH,1
50,1,1,1,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",NE,0
35,1,1,1,"Less than $14,999",High school graduate,MI,1
52,0,0,1,"$35,000 to $39,999",Completed some high school,CO,0
24,0,0,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",SC,0
56,0,1,1,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",CA,0
41,0,0,1,"$90,000 to $94,999",High school graduate,GA,1
24,0,0,0,"$30,000 to $34,999","Completed some college, but no degree",AZ,0
62,0,1,1,"$100,000 to $124,999","Completed some graduate, but no degree",WI,1
49,0,1,1,"$30,000 to $34,999",Completed some high school,OR,1
49,0,1,1,"$25,000 to $29,999",Completed some high school,KS,0
23,1,1,0,"$30,000 to $34,999","Completed some college, but no degree",NC,1
38,0,0,1,"$20,000 to $24,999","Completed some college, but no degree",AL,1
39,1,0,1,"$35,000 to $39,999",Completed some high school,DE,0
42,1,1,1,"$250,000 and above",More than College,NY,1
48,1,0,1,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",WI,1
33,0,1,0,"$175,000 to $199,999",More than College,VA,0
41,1,0,1,"$50,000 to $54,999","Completed some college, but no degree",NJ,0
52,0,0,1,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",MI,1
54,1,0,1,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",KY,0
39,1,1,1,"$70,000 to $74,999","Completed some graduate, but no degree",NJ,0
59,0,1,0,"$70,000 to $74,999",More than College,MD,0
67,1,0,1,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",PA,0
68,0,1,1,"$30,000 to $34,999","Completed some college, but no degree",CO,1
75,0,1,1,"$25,000 to $29,999",More than College,FL,1
43,1,0,1,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",NY,0
31,0,1,1,"$25,000 to $29,999",High school graduate,WI,0
43,1,1,1,"$125,000 to $149,999",More than College,CA,1
32,1,0,1,"$175,000 to $199,999","Completed some college, but no degree",TX,1
64,0,0,1,"$65,000 to $69,999","Completed some college, but no degree",PA,0
63,1,1,1,"$150,000 to $174,999",More than College,GA,1
22,1,1,0,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",NY,1
63,1,0,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CT,1
45,1,1,1,"$150,000 to $174,999","Completed some college, but no degree",VA,0
21,0,0,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CT,0
29,0,1,1,"$75,000 to $79,999","Completed some graduate, but no degree",NV,0
64,0,0,1,"$85,000 to $89,999","Completed some graduate, but no degree",IL,0
55,0,0,1,"$55,000 to $59,999",High school graduate,MO,1
27,0,0,1,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",MA,0
40,1,0,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NY,1
62,0,0,1,"$75,000 to $79,999","Completed some graduate, but no degree",NY,0
53,0,0,1,"$40,000 to $44,999","Completed some graduate, but no degree",MA,0
31,1,1,1,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",VA,1
53,0,0,1,"$100,000 to $124,999","Completed some graduate, but no degree",FL,0
71,1,0,1,"$60,000 to $64,999",High school graduate,NY,0
66,0,0,1,"$20,000 to $24,999","Completed some college, but no degree",FL,0
43,1,0,1,"$80,000 to $84,999","Completed some graduate, but no degree",OH,0
37,1,0,1,"$50,000 to $54,999",Completed some high school,TX,0
32,0,0,1,"Less than $14,999",High school graduate,FL,0
18,0,0,1,"$125,000 to $149,999",High school graduate,VA,1
56,1,0,1,"$100,000 to $124,999","Completed some college, but no degree",CA,1
59,0,0,1,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",MA,0
79,0,1,1,"$35,000 to $39,999","Completed some college, but no degree",AZ,0
60,0,0,1,"$125,000 to $149,999",More than College,PA,1
40,1,1,1,"$100,000 to $124,999",More than College,VA,1
38,0,0,1,"$30,000 to $34,999","Completed some graduate, but no degree",MS,1
70,0,0,0,"$90,000 to $94,999",More than College,UT,0
50,0,0,1,"Less than $14,999","Completed some college, but no degree",FL,0
51,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",KS,1
26,0,1,1,"$20,000 to $24,999","Completed some college, but no degree",LA,1
50,0,1,1,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",VA,1
18,0,1,0,"$100,000 to $124,999",High school graduate,NY,0
33,0,0,0,"Less than $14,999","Completed some college, but no degree",TX,0
72,0,0,1,"$45,000 to $49,999",Completed some high school,NJ,0
54,1,0,1,"$100,000 to $124,999","Completed some college, but no degree",TX,1
24,0,0,1,"$45,000 to $49,999","Completed some college, but no degree",MD,0
61,0,0,1,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",GA,1
24,0,0,1,"$55,000 to $59,999","Completed some college, but no degree",OH,1
65,0,0,0,"Less than $14,999",Completed some high school,CA,1
18,0,0,0,"$250,000 and above",Completed some high school,MI,1
51,0,1,0,"$55,000 to $59,999",More than College,NY,0
53,1,0,0,"$35,000 to $39,999",High school graduate,NJ,0
29,1,0,0,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",OH,1
39,1,0,0,"$45,000 to $49,999","Completed some college, but no degree",IN,0
35,1,1,1,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",MT,0
68,0,0,1,"$95,000 to $99,999","Completed some college, but no degree",CA,0
40,1,1,1,"$150,000 to $174,999",More than College,NY,1
56,1,1,0,"Less than $14,999",Completed some high school,CO,0
19,0,0,1,"$15,000 to $19,999","Completed some college, but no degree",AL,0
19,0,1,0,"$60,000 to $64,999","Completed some college, but no degree",CA,0
64,1,1,1,"$50,000 to $54,999","Completed some college, but no degree",UT,0
31,0,0,0,"Less than $14,999",High school graduate,NY,0
40,1,1,1,"$150,000 to $174,999",More than College,TX,0
57,0,0,1,"$65,000 to $69,999",High school graduate,OR,1
36,1,0,1,"$25,000 to $29,999",High school graduate,FL,1
49,1,1,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",TX,1
46,0,1,1,"Less than $14,999","Completed some college, but no degree",IL,0
47,0,0,1,"$250,000 and above","College Degree (such as B.A., B.S.)",CA,0
42,1,1,1,"$200,000 to $249,999",More than College,FL,0
55,0,0,1,"$35,000 to $39,999",Completed some high school,CT,1
18,0,1,1,"$35,000 to $39,999",High school graduate,OH,0
37,1,0,1,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",TX,1
64,1,0,1,"$150,000 to $174,999",More than College,CA,0
25,1,0,1,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",DC,0
34,1,0,1,"$125,000 to $149,999",More than College,MA,0
20,0,0,1,"$15,000 to $19,999","Completed some graduate, but no degree",VA,0
19,0,0,1,"$45,000 to $49,999","Completed some graduate, but no degree",FL,0
27,1,0,1,"$100,000 to $124,999","Completed some graduate, but no degree",IL,0
25,1,0,1,"$90,000 to $94,999",More than College,WI,1
39,0,0,1,"Less than $14,999","Completed some graduate, but no degree",VT,0
57,1,0,0,"$150,000 to $174,999",More than College,NJ,0
19,0,0,1,"$25,000 to $29,999",High school graduate,NY,0
18,0,0,0,"Less than $14,999",High school graduate,OK,1
35,1,0,1,"$30,000 to $34,999","Completed some college, but no degree",OR,1
19,0,0,1,"$70,000 to $74,999",High school graduate,AR,1
20,1,1,0,"$50,000 to $54,999",High school graduate,OK,1
45,0,0,0,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",AZ,1
26,0,0,1,"$75,000 to $79,999",High school graduate,TX,1
20,0,0,1,"Less than $14,999",Completed some high school,OH,0
27,1,0,1,"$20,000 to $24,999","Completed some college, but no degree",OR,0
69,1,0,1,"$100,000 to $124,999",More than College,WA,1
67,0,0,1,"$65,000 to $69,999",High school graduate,WA,1
23,1,0,1,"$30,000 to $34,999","Completed some graduate, but no degree",AZ,0
44,0,0,0,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",TX,0
57,0,0,1,"$65,000 to $69,999",High school graduate,MO,0
51,1,0,0,"$50,000 to $54,999","Completed some graduate, but no degree",OH,0
42,1,1,1,"$25,000 to $29,999",High school graduate,MI,0
71,0,0,1,"$70,000 to $74,999",More than College,CO,0
27,0,0,1,"$20,000 to $24,999","Completed some graduate, but no degree",IL,0
63,0,0,1,"$75,000 to $79,999",High school graduate,WA,0
40,1,1,1,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",AZ,0
33,0,0,1,"$20,000 to $24,999","Completed some college, but no degree",AR,1
22,0,1,0,"Less than $14,999",More than College,IL,0
18,1,0,0,"$75,000 to $79,999",High school graduate,FL,0
26,1,0,1,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",TX,0
39,0,0,1,"$55,000 to $59,999",More than College,VA,0
32,0,0,1,"$40,000 to $44,999","Completed some college, but no degree",PA,0
28,0,0,1,"Less than $14,999",High school graduate,OH,0
40,0,0,1,"$250,000 and above",More than College,CA,1
57,0,0,1,"$20,000 to $24,999",Completed some high school,CA,1
34,1,0,1,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",CA,0
20,0,0,1,"Less than $14,999",High school graduate,CA,0
74,0,1,1,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",CA,1
30,0,1,1,"Less than $14,999",High school graduate,OR,0
46,0,0,1,"$95,000 to $99,999","Completed some graduate, but no degree",OH,1
61,0,0,1,"$30,000 to $34,999","Completed some graduate, but no degree",CO,0
59,0,0,1,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",CA,0
58,1,0,1,"$25,000 to $29,999",High school graduate,IN,0
59,0,0,0,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,1
42,1,1,1,"$200,000 to $249,999",More than College,MI,0
31,0,0,0,"Less than $14,999",Completed some high school,CA,1
47,1,0,1,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",LA,1
41,0,0,1,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NY,0
43,0,1,1,"$25,000 to $29,999","Completed some college, but no degree",PA,1
20,0,0,1,"$15,000 to $19,999","Completed some college, but no degree",TX,0
21,0,0,1,"$20,000 to $24,999","Completed some college, but no degree",NY,0
19,0,0,1,"Less than $14,999","Completed some college, but no degree",TN,1
72,0,0,0,"$125,000 to $149,999",More than College,CA,0
68,0,1,1,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",NV,1
40,1,1,1,"$200,000 to $249,999",More than College,CA,1
82,0,0,1,"$50,000 to $54,999","Completed some college, but no degree",CA,0
48,0,0,1,"$60,000 to $64,999","Completed some graduate, but no degree",MN,1
43,1,1,1,"$150,000 to $174,999",More than College,VA,1
55,1,0,0,"$70,000 to $74,999","Completed some graduate, but no degree",NJ,0
52,0,0,1,"$60,000 to $64,999","Completed some college, but no degree",MI,0
36,1,1,1,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",IL,0
23,1,0,0,"$45,000 to $49,999",High school graduate,OK,0
48,0,0,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",ID,1
69,0,0,1,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",CA,1
36,1,0,1,"$30,000 to $34,999","Completed some graduate, but no degree",MI,1
66,0,0,1,"$25,000 to $29,999","Completed some college, but no degree",UT,1
28,1,0,1,"Less than $14,999",High school graduate,MT,0
51,0,0,1,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",OK,0
49,1,1,1,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",FL,0
34,1,0,0,"$25,000 to $29,999","Completed some college, but no degree",OK,0
18,0,0,1,"$95,000 to $99,999","Completed some college, but no degree",NY,0
62,0,0,1,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",FL,0
32,0,0,1,"$40,000 to $44,999","Completed some college, but no degree",WI,0
34,1,0,1,"$100,000 to $124,999","Completed some graduate, but no degree",NY,1
61,0,0,1,"$75,000 to $79,999","Completed some college, but no degree",CA,1
20,1,0,1,"Less than $14,999",High school graduate,AL,1
59,0,0,1,"Less than $14,999",High school graduate,KY,1
27,0,0,0,"$25,000 to $29,999","Completed some college, but no degree",AZ,0
57,0,0,1,"Less than $14,999","Completed some college, but no degree",MA,0
24,1,0,1,"$40,000 to $44,999","Completed some graduate, but no degree",AL,1
56,0,0,1,"$200,000 to $249,999",More than College,AR,1
19,0,0,1,"$100,000 to $124,999","Completed some college, but no degree",AL,0
41,1,1,1,"$150,000 to $174,999",More than College,NY,1
41,1,1,1,"$75,000 to $79,999","Completed some college, but no degree",IL,1
47,0,0,1,"$30,000 to $34,999",High school graduate,NC,0
29,0,0,0,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",CA,1
42,1,1,1,"$50,000 to $54,999",Completed some high school,IN,0
54,0,1,1,"$70,000 to $74,999",High school graduate,PA,0
39,0,0,1,"$45,000 to $49,999",Completed some high school,IL,0
64,1,0,1,"$95,000 to $99,999","Completed some graduate, but no degree",ID,1
18,0,0,1,"$125,000 to $149,999",Completed some high school,NJ,0
55,1,0,1,"$40,000 to $44,999","Completed some graduate, but no degree",WI,0
29,0,0,0,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",HI,0
21,0,0,0,"Less than $14,999","Completed some graduate, but no degree",MS,1
30,1,0,1,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",TX,1
56,0,0,1,"Less than $14,999","College Degree (such as B.A., B.S.)",GA,0
42,1,1,1,"$175,000 to $199,999",More than College,FL,0
45,1,1,0,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",AL,0
32,0,0,1,"$60,000 to $64,999","Completed some college, but no degree",TX,0
50,1,0,1,"$85,000 to $89,999","Completed some graduate, but no degree",CA,0
38,0,0,0,"$75,000 to $79,999",High school graduate,AZ,1
34,0,0,1,"$40,000 to $44,999",High school graduate,WI,0
28,0,0,1,"$125,000 to $149,999","Completed some college, but no degree",CA,1
39,1,1,1,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",OR,1
42,1,0,1,"$45,000 to $49,999","Completed some college, but no degree",TX,0
34,1,1,1,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,1
62,0,0,1,"$15,000 to $19,999","Completed some graduate, but no degree",MO,0
62,1,0,1,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",NM,0
20,0,0,0,"Less than $14,999","Completed some college, but no degree",NY,0
58,0,0,1,"$125,000 to $149,999",More than College,PA,0
24,0,0,1,"$15,000 to $19,999","Completed some graduate, but no degree",MN,0
20,0,0,0,"$30,000 to $34,999","Completed some graduate, but no degree",VA,0
51,0,0,1,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",OH,0
27,1,0,1,"$50,000 to $54,999","Completed some graduate, but no degree",HI,1
63,0,0,1,"$40,000 to $44,999","Completed some college, but no degree",AZ,1
36,0,0,1,"$15,000 to $19,999","Completed some college, but no degree",MS,1
60,0,0,1,"$30,000 to $34,999",More than College,IL,0
78,0,0,1,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",NJ,0
19,0,0,1,"$35,000 to $39,999",High school graduate,TX,0
21,0,0,1,"$95,000 to $99,999",High school graduate,MI,0
44,0,0,0,"Less than $14,999","College Degree (such as B.A., B.S.)",HI,1
24,1,1,0,"$50,000 to $54,999","Completed some graduate, but no degree",IL,0
19,0,0,0,"$55,000 to $59,999","Completed some college, but no degree",AZ,0
50,0,0,1,"Less than $14,999","Completed some graduate, but no degree",WI,1
65,1,0,1,"$35,000 to $39,999","Completed some college, but no degree",VT,0
40,1,1,1,"$200,000 to $249,999",More than College,FL,1
18,0,0,0,"$20,000 to $24,999",High school graduate,TX,0
